"","titulo","diretor","sinopse","genero","duracao","paises","ano","mostra","dia","data","hora","local","bairro","hora_fim"
"394","Você não me conhece","Rodrigo Séllos","<U+200B>Uma mulher vítima de estupro. Corpo irreconhecível, cabeça imersa em sensações estranhas. Mas ela se mantém de pé. Com coragem, traça um caminho para se curar e acaba por ajudar tantas outras mulheres.<U+200B>","Documentário/Documentary",14,"Brasil",2017,"Première Brasil: Competição curta","Segunda",2018-11-05,21:30:00,"Kinoplex São Luiz 1","Catete",21:44:00
"395","Faca no coração","Yann Gonzalez","<U+200B>Paris, verão de 1979. Anne produz filmes pornôs gays de segunda categoria. Depois de ser abandonada por Lois, sua montadora e amante, ela tenta reconquistá-la filmando sua produção mais ambiciosa, ao lado de seu ardente parceiro Archibald. Mas um de seus atores é assassinado e Anne se vê tomada por uma estranha investigação que irá colocar sua vida de cabeça para baixo. Selecionado para a Competição Oficial do Festival de Cannes 2018. Com Vanessa Paradis.<U+200B>","Ficção/Fiction",102,"França",2018,"Midnight","Sábado",2018-11-03,23:59:00,"Estação NET Botafogo 1","Botafogo",01:41:00
"396","Faca no coração","Yann Gonzalez","<U+200B>Paris, verão de 1979. Anne produz filmes pornôs gays de segunda categoria. Depois de ser abandonada por Lois, sua montadora e amante, ela tenta reconquistá-la filmando sua produção mais ambiciosa, ao lado de seu ardente parceiro Archibald. Mas um de seus atores é assassinado e Anne se vê tomada por uma estranha investigação que irá colocar sua vida de cabeça para baixo. Selecionado para a Competição Oficial do Festival de Cannes 2018. Com Vanessa Paradis.<U+200B>","Ficção/Fiction",102,"França",2018,"Midnight","Quinta",2018-11-08,14:00:00,"Estação NET Ipanema 1","Ipanema",15:42:00
"397","Entre tempos","Valerio Mieli","<U+200B>O filme aborda uma longa história de amor, do início ao fim, recontada através das memórias de seus dois protagonistas, o jovem casal formado por “Ele” e “Ela”. Trata-se de um fluxo de consciência no qual imagens e sensações se apresentam sem ordem cronológica precisa, misturando pontos de vista e escavando contradições da memória. Ao longo da sessão, o filme apresenta uma jornada emocional intensa pelo interior das mentes de seus personagens e do público, uma vez que é fácil se reconhecer no dia a dia do casal de protagonistas. Festival de Veneza 2018.<U+200B>","Ficção/Fiction",106,"Itália / França",2018,"Expectativa 2018","Domingo",2018-11-04,13:00:00,"Estação NET Gávea 3","Gávea",14:46:00
"398","Entre tempos","Valerio Mieli","<U+200B>O filme aborda uma longa história de amor, do início ao fim, recontada através das memórias de seus dois protagonistas, o jovem casal formado por “Ele” e “Ela”. Trata-se de um fluxo de consciência no qual imagens e sensações se apresentam sem ordem cronológica precisa, misturando pontos de vista e escavando contradições da memória. Ao longo da sessão, o filme apresenta uma jornada emocional intensa pelo interior das mentes de seus personagens e do público, uma vez que é fácil se reconhecer no dia a dia do casal de protagonistas. Festival de Veneza 2018.<U+200B>","Ficção/Fiction",106,"Itália / França",2018,"Expectativa 2018","Segunda",2018-11-05,14:00:00,"Reserva Cultural Niterói 1","Niterói",15:46:00
"399","Entre tempos","Valerio Mieli","<U+200B>O filme aborda uma longa história de amor, do início ao fim, recontada através das memórias de seus dois protagonistas, o jovem casal formado por “Ele” e “Ela”. Trata-se de um fluxo de consciência no qual imagens e sensações se apresentam sem ordem cronológica precisa, misturando pontos de vista e escavando contradições da memória. Ao longo da sessão, o filme apresenta uma jornada emocional intensa pelo interior das mentes de seus personagens e do público, uma vez que é fácil se reconhecer no dia a dia do casal de protagonistas. Festival de Veneza 2018.<U+200B>","Ficção/Fiction",106,"Itália / França",2018,"Expectativa 2018","Quarta",2018-11-07,14:20:00,"Estação NET Ipanema 2","Ipanema",16:06:00
"400","Entre tempos","Valerio Mieli","<U+200B>O filme aborda uma longa história de amor, do início ao fim, recontada através das memórias de seus dois protagonistas, o jovem casal formado por “Ele” e “Ela”. Trata-se de um fluxo de consciência no qual imagens e sensações se apresentam sem ordem cronológica precisa, misturando pontos de vista e escavando contradições da memória. Ao longo da sessão, o filme apresenta uma jornada emocional intensa pelo interior das mentes de seus personagens e do público, uma vez que é fácil se reconhecer no dia a dia do casal de protagonistas. Festival de Veneza 2018.<U+200B>","Ficção/Fiction",106,"Itália / França",2018,"Expectativa 2018","Quinta",2018-11-08,NA,"Estação NET Rio 5","Botafogo",NA
"401","Grass","Hong Sangsoo","<U+200B>Em um beco onde não se esperaria encontrar um lugar como esse, há um café onde as pessoas se sentam espalhadas e conversam entre si. Em frente, o proprietário de uma pequena mercearia cultiva várias plantas em grandes bacias de borracha. Com o passar do tempo, as pessoas sentadas em diferentes mesas se familiarizam umas com as outras e começam a se misturar. Uma mulher observa as outras e anota seus pensamentos. Mesmo quando a noite chega e fica tarde, todos permanecem no café. Do mesmo diretor de O<U+2008>hotel às margens do rio. Exibido no Festival de Berlim. <U+200B>","Ficção/Fiction",66,"Coreia do Sul",2018,"Panorama do Cinema Mundial","Domingo",2018-11-04,13:20:00,"Estação NET Botafogo 1","Botafogo",14:26:00
"402","Grass","Hong Sangsoo","<U+200B>Em um beco onde não se esperaria encontrar um lugar como esse, há um café onde as pessoas se sentam espalhadas e conversam entre si. Em frente, o proprietário de uma pequena mercearia cultiva várias plantas em grandes bacias de borracha. Com o passar do tempo, as pessoas sentadas em diferentes mesas se familiarizam umas com as outras e começam a se misturar. Uma mulher observa as outras e anota seus pensamentos. Mesmo quando a noite chega e fica tarde, todos permanecem no café. Do mesmo diretor de O<U+2008>hotel às margens do rio. Exibido no Festival de Berlim. <U+200B>","Ficção/Fiction",66,"Coreia do Sul",2018,"Panorama do Cinema Mundial","Quarta",2018-11-07,19:40:00,"Estação NET Ipanema 1","Ipanema",20:46:00
"403","Grass","Hong Sangsoo","<U+200B>Em um beco onde não se esperaria encontrar um lugar como esse, há um café onde as pessoas se sentam espalhadas e conversam entre si. Em frente, o proprietário de uma pequena mercearia cultiva várias plantas em grandes bacias de borracha. Com o passar do tempo, as pessoas sentadas em diferentes mesas se familiarizam umas com as outras e começam a se misturar. Uma mulher observa as outras e anota seus pensamentos. Mesmo quando a noite chega e fica tarde, todos permanecem no café. Do mesmo diretor de O<U+2008>hotel às margens do rio. Exibido no Festival de Berlim. <U+200B>","Ficção/Fiction",66,"Coreia do Sul",2018,"Panorama do Cinema Mundial","Quinta",2018-11-08,20:00:00,"Estação NET Rio 4","Botafogo",21:06:00
"404","Tempo comum","Susana Nobre","<U+200B>Num apartamento em Lisboa, Marta cuida da primeira filha, recém-nascida, enquanto convalesce do parto. As duas são visitadas por familiares e amigos que, no espaço de intimidade da casa, narram histórias sobre o casamento, o nascimento dos filhos, os primeiros 
trabalhos, expectativas e projetos futuros. Durante a trama, assistimos ao desenrolar do ciclo da vida 
narrado por diversas vozes, fragmentos que se 
misturam com o momento único vivido por Marta.
Ao longo das cenas, a vida conjugal e as rotinas domésticas que se instalam serão o barômetro de sua evolução interior.<U+200B>","Ficção/Fiction",64,"Portugal / França",2018,"Expectativa 2018","Domingo",2018-11-04,13:45:00,"Estação NET Ipanema 1","Ipanema",14:49:00
"405","Tempo comum","Susana Nobre","<U+200B>Num apartamento em Lisboa, Marta cuida da primeira filha, recém-nascida, enquanto convalesce do parto. As duas são visitadas por familiares e amigos que, no espaço de intimidade da casa, narram histórias sobre o casamento, o nascimento dos filhos, os primeiros 
trabalhos, expectativas e projetos futuros. Durante a trama, assistimos ao desenrolar do ciclo da vida 
narrado por diversas vozes, fragmentos que se 
misturam com o momento único vivido por Marta.
Ao longo das cenas, a vida conjugal e as rotinas domésticas que se instalam serão o barômetro de sua evolução interior.<U+200B>","Ficção/Fiction",64,"Portugal / França",2018,"Expectativa 2018","Segunda",2018-11-05,18:00:00,"Estação NET Rio 5","Botafogo",19:04:00
"406","Tempo comum","Susana Nobre","<U+200B>Num apartamento em Lisboa, Marta cuida da primeira filha, recém-nascida, enquanto convalesce do parto. As duas são visitadas por familiares e amigos que, no espaço de intimidade da casa, narram histórias sobre o casamento, o nascimento dos filhos, os primeiros 
trabalhos, expectativas e projetos futuros. Durante a trama, assistimos ao desenrolar do ciclo da vida 
narrado por diversas vozes, fragmentos que se 
misturam com o momento único vivido por Marta.
Ao longo das cenas, a vida conjugal e as rotinas domésticas que se instalam serão o barômetro de sua evolução interior.<U+200B>","Ficção/Fiction",64,"Portugal / França",2018,"Expectativa 2018","Quarta",2018-11-07,15:00:00,"Estação NET Gávea 2","Gávea",16:04:00
"407","Bruxarias","Virginia Curiá","Sinopse em breve.","digital   '",NA,NA,NA,"Mostra Geração","Domingo",2018-11-04,14:30:00,"C. C. Justiça Federal","Centro",NA
"408","Monrovia, Indiana","Frederick Wiseman","<U+200B>Monrovia, Indiana (população: 1.063), cidadezinha localizada no meio dos Estados Unidos, foi fundada em 1834 e é uma comunidade agrícola. O filme mostra as experiências de vida e trabalho no dia a dia de Monrovia, com foco nas instituições e organizações comunitárias e religiosas da cidade. Um olhar complexo e sutil da rotina da cidade, o filme fornece uma compreensão do modo de vida da América rural, que sempre foi de vital importância, mas cuja força e influência nem sempre foram reconhecidas. Exibido no Festival de Veneza.","Documentário/Documentary",143,"Estados Unidos",2018,"Panorama do Cinema Mundial","Domingo",2018-11-04,14:40:00,"Estação NET Botafogo 1","Botafogo",17:03:00
"409","Monrovia, Indiana","Frederick Wiseman","<U+200B>Monrovia, Indiana (população: 1.063), cidadezinha localizada no meio dos Estados Unidos, foi fundada em 1834 e é uma comunidade agrícola. O filme mostra as experiências de vida e trabalho no dia a dia de Monrovia, com foco nas instituições e organizações comunitárias e religiosas da cidade. Um olhar complexo e sutil da rotina da cidade, o filme fornece uma compreensão do modo de vida da América rural, que sempre foi de vital importância, mas cuja força e influência nem sempre foram reconhecidas. Exibido no Festival de Veneza.","Documentário/Documentary",143,"Estados Unidos",2018,"Panorama do Cinema Mundial","Quinta",2018-11-08,19:20:00,"Instituto Moreira Salles","Gávea",21:43:00
"410","Pedro e Inês, o amor não descansa","António Ferreira","<U+200B>Inspirado na lenda portuguesa do Rei Dom Pedro (século XIV), que desenterrou o corpo de sua amada Inês para poder casar-se com ela depois de morta. O filme conta a história de Pedro, um homem 
internado num hospital psiquiátrico. Ele foi parar ali ao ser descoberto viajando de carro com o cadáver da sua amada Inês. Agora, Pedro recorda 
simultaneamente as vidas de Pedro de Portugal, na Idade Média; Pedro Bravo, no presente; e Pedro Rey, em um futuro distópico.<U+200B>","Ficção/Fiction",120,"Portugal / Brasil / França",2018,"Expectativa 2018","Domingo",2018-11-04,15:00:00,"Estação NET Ipanema 2","Ipanema",17:00:00
"411","Pedro e Inês, o amor não descansa","António Ferreira","<U+200B>Inspirado na lenda portuguesa do Rei Dom Pedro (século XIV), que desenterrou o corpo de sua amada Inês para poder casar-se com ela depois de morta. O filme conta a história de Pedro, um homem 
internado num hospital psiquiátrico. Ele foi parar ali ao ser descoberto viajando de carro com o cadáver da sua amada Inês. Agora, Pedro recorda 
simultaneamente as vidas de Pedro de Portugal, na Idade Média; Pedro Bravo, no presente; e Pedro Rey, em um futuro distópico.<U+200B>","Ficção/Fiction",120,"Portugal / Brasil / França",2018,"Expectativa 2018","Quarta",2018-11-07,NA,"Estação NET Rio 3","Botafogo",NA
"412","Pedro e Inês, o amor não descansa","António Ferreira","<U+200B>Inspirado na lenda portuguesa do Rei Dom Pedro (século XIV), que desenterrou o corpo de sua amada Inês para poder casar-se com ela depois de morta. O filme conta a história de Pedro, um homem 
internado num hospital psiquiátrico. Ele foi parar ali ao ser descoberto viajando de carro com o cadáver da sua amada Inês. Agora, Pedro recorda 
simultaneamente as vidas de Pedro de Portugal, na Idade Média; Pedro Bravo, no presente; e Pedro Rey, em um futuro distópico.<U+200B>","Ficção/Fiction",120,"Portugal / Brasil / França",2018,"Expectativa 2018","Quinta",2018-11-08,14:20:00,"Estação NET Gávea 4","Gávea",16:20:00
"413","Pedro e Inês, o amor não descansa","António Ferreira","<U+200B>Inspirado na lenda portuguesa do Rei Dom Pedro (século XIV), que desenterrou o corpo de sua amada Inês para poder casar-se com ela depois de morta. O filme conta a história de Pedro, um homem 
internado num hospital psiquiátrico. Ele foi parar ali ao ser descoberto viajando de carro com o cadáver da sua amada Inês. Agora, Pedro recorda 
simultaneamente as vidas de Pedro de Portugal, na Idade Média; Pedro Bravo, no presente; e Pedro Rey, em um futuro distópico.<U+200B>","Ficção/Fiction",120,"Portugal / Brasil / França",2018,"Expectativa 2018","Sexta",2018-11-09,14:00:00,"Kinoplex São Luiz 1","Catete",16:00:00
"414","A última criança","Shin Dong-seok","<U+200B>Um casal, dono de uma pequena loja de decoração, luta para superar a morte do filho, Eunchan, que se afogou ao tentar salvar a vida de um amigo. Um dia, o pai vê o menino que sobreviveu, Kihyun, sofrendo na mão de colegas de escola. Ele se mete no meio e acaba fazendo amizade com o rapaz,
 oferecendo-lhe um trabalho em sua loja. Os três protagonistas passam a pintar, instalar papel de parede e cozinhar juntos, e as tarefas do dia a dia voltam a parecer algo comum. Os três passam a dividir o mesmo ritmo, e poderiam até ser confundidos com uma família. Mostra Fórum, Berlim 2018.<U+200B>","Ficção/Fiction",124,"Coreia do Sul",2018,"Expectativa 2018","Domingo",2018-11-04,15:10:00,"Estação NET Ipanema 1","Ipanema",17:14:00
"415","A última criança","Shin Dong-seok","<U+200B>Um casal, dono de uma pequena loja de decoração, luta para superar a morte do filho, Eunchan, que se afogou ao tentar salvar a vida de um amigo. Um dia, o pai vê o menino que sobreviveu, Kihyun, sofrendo na mão de colegas de escola. Ele se mete no meio e acaba fazendo amizade com o rapaz,
 oferecendo-lhe um trabalho em sua loja. Os três protagonistas passam a pintar, instalar papel de parede e cozinhar juntos, e as tarefas do dia a dia voltam a parecer algo comum. Os três passam a dividir o mesmo ritmo, e poderiam até ser confundidos com uma família. Mostra Fórum, Berlim 2018.<U+200B>","Ficção/Fiction",124,"Coreia do Sul",2018,"Expectativa 2018","Segunda",2018-11-05,18:50:00,"Estação NET Rio 4","Botafogo",20:54:00
"416","A última criança","Shin Dong-seok","<U+200B>Um casal, dono de uma pequena loja de decoração, luta para superar a morte do filho, Eunchan, que se afogou ao tentar salvar a vida de um amigo. Um dia, o pai vê o menino que sobreviveu, Kihyun, sofrendo na mão de colegas de escola. Ele se mete no meio e acaba fazendo amizade com o rapaz,
 oferecendo-lhe um trabalho em sua loja. Os três protagonistas passam a pintar, instalar papel de parede e cozinhar juntos, e as tarefas do dia a dia voltam a parecer algo comum. Os três passam a dividir o mesmo ritmo, e poderiam até ser confundidos com uma família. Mostra Fórum, Berlim 2018.<U+200B>","Ficção/Fiction",124,"Coreia do Sul",2018,"Expectativa 2018","Terça",2018-11-06,14:30:00,"Estação NET Rio 5","Botafogo",16:34:00
"417","A última criança","Shin Dong-seok","<U+200B>Um casal, dono de uma pequena loja de decoração, luta para superar a morte do filho, Eunchan, que se afogou ao tentar salvar a vida de um amigo. Um dia, o pai vê o menino que sobreviveu, Kihyun, sofrendo na mão de colegas de escola. Ele se mete no meio e acaba fazendo amizade com o rapaz,
 oferecendo-lhe um trabalho em sua loja. Os três protagonistas passam a pintar, instalar papel de parede e cozinhar juntos, e as tarefas do dia a dia voltam a parecer algo comum. Os três passam a dividir o mesmo ritmo, e poderiam até ser confundidos com uma família. Mostra Fórum, Berlim 2018.<U+200B>","Ficção/Fiction",124,"Coreia do Sul",2018,"Expectativa 2018","Quinta",2018-11-08,14:00:00,"Estação NET Gávea 5","Gávea",16:04:00
"418","Alma corsária","Carlos Reichenbach","Sinopse em breve.","35mm   '",NA,NA,NA,NA,"Domingo",2018-11-04,16:00:00,"Cinemateca do MAM","Flamengo",NA
"419","Skate Kitchen","Crystal Moselle","<U+200B>Camille, tímida adolescente, se enturma com o coletivo feminino de skatistas de Nova York conhecido como Skate Kitchen. Entre os novos amigos, é apresentada a um mundo diferente, o que a leva a se desentender com a mãe, e se encanta por um jovem e misterioso skatista. A relação com o rapaz, no entanto, revela-se mais complicada do que manobras como o kickflip. Skate Kitchen captura a experiência feminina em espaços dominados por rapazes ao contar a história de uma menina que aprende sobre a importância da amizade e do autoconhecimento. Sundance Film Festival 2018.<U+200B>","Ficção/Fiction",106,"Estados Unidos",2018,"Expectativa 2018","Domingo",2018-11-04,NA,"Estação NET Gávea 2","Gávea",NA
"420","Skate Kitchen","Crystal Moselle","<U+200B>Camille, tímida adolescente, se enturma com o coletivo feminino de skatistas de Nova York conhecido como Skate Kitchen. Entre os novos amigos, é apresentada a um mundo diferente, o que a leva a se desentender com a mãe, e se encanta por um jovem e misterioso skatista. A relação com o rapaz, no entanto, revela-se mais complicada do que manobras como o kickflip. Skate Kitchen captura a experiência feminina em espaços dominados por rapazes ao contar a história de uma menina que aprende sobre a importância da amizade e do autoconhecimento. Sundance Film Festival 2018.<U+200B>","Ficção/Fiction",106,"Estados Unidos",2018,"Expectativa 2018","Segunda",2018-11-05,14:45:00,"Estação NET Ipanema 1","Ipanema",16:31:00
"421","Skate Kitchen","Crystal Moselle","<U+200B>Camille, tímida adolescente, se enturma com o coletivo feminino de skatistas de Nova York conhecido como Skate Kitchen. Entre os novos amigos, é apresentada a um mundo diferente, o que a leva a se desentender com a mãe, e se encanta por um jovem e misterioso skatista. A relação com o rapaz, no entanto, revela-se mais complicada do que manobras como o kickflip. Skate Kitchen captura a experiência feminina em espaços dominados por rapazes ao contar a história de uma menina que aprende sobre a importância da amizade e do autoconhecimento. Sundance Film Festival 2018.<U+200B>","Ficção/Fiction",106,"Estados Unidos",2018,"Expectativa 2018","Quinta",2018-11-08,16:50:00,"Estação NET Rio 5","Botafogo",18:36:00
"422","Skate Kitchen","Crystal Moselle","<U+200B>Camille, tímida adolescente, se enturma com o coletivo feminino de skatistas de Nova York conhecido como Skate Kitchen. Entre os novos amigos, é apresentada a um mundo diferente, o que a leva a se desentender com a mãe, e se encanta por um jovem e misterioso skatista. A relação com o rapaz, no entanto, revela-se mais complicada do que manobras como o kickflip. Skate Kitchen captura a experiência feminina em espaços dominados por rapazes ao contar a história de uma menina que aprende sobre a importância da amizade e do autoconhecimento. Sundance Film Festival 2018.<U+200B>","Ficção/Fiction",106,"Estados Unidos",2018,"Expectativa 2018","Sexta",2018-11-09,15:40:00,"Estação NET Gávea 2","Gávea",17:26:00
"423","Yomeddine","A.B. Shawky","<U+200B>Beshay (Rady Gamal, um não-ator), ex-portador de hanseníase, jamais havia saído da colônia no deserto egípcio onde viveu desde a infância. Após a morte de sua mulher, finalmente decide partir em busca de suas raízes, com os poucos pertences arrumados na carroça puxada por um burro. Na companhia de Obama, um pequeno órfão, Beshay vai atravessar o Egito e 
enfrentar o mundo, alternando tristezas e misérias com momentos de graça em sua procura por uma família, um lugar de pertencimento, alguma humanidade. Yomeddine, em árabe, quer dizer “Dia do Julgamento”.<U+200B>","Ficção/Fiction",97,"Egito",2018,"Expectativa 2018","Domingo",2018-11-04,16:20:00,"Reserva Cultural Niterói 1","Niterói",17:57:00
"424","Yomeddine","A.B. Shawky","<U+200B>Beshay (Rady Gamal, um não-ator), ex-portador de hanseníase, jamais havia saído da colônia no deserto egípcio onde viveu desde a infância. Após a morte de sua mulher, finalmente decide partir em busca de suas raízes, com os poucos pertences arrumados na carroça puxada por um burro. Na companhia de Obama, um pequeno órfão, Beshay vai atravessar o Egito e 
enfrentar o mundo, alternando tristezas e misérias com momentos de graça em sua procura por uma família, um lugar de pertencimento, alguma humanidade. Yomeddine, em árabe, quer dizer “Dia do Julgamento”.<U+200B>","Ficção/Fiction",97,"Egito",2018,"Expectativa 2018","Terça",2018-11-06,14:00:00,"Kinoplex São Luiz 1","Catete",15:37:00
"425","Yomeddine","A.B. Shawky","<U+200B>Beshay (Rady Gamal, um não-ator), ex-portador de hanseníase, jamais havia saído da colônia no deserto egípcio onde viveu desde a infância. Após a morte de sua mulher, finalmente decide partir em busca de suas raízes, com os poucos pertences arrumados na carroça puxada por um burro. Na companhia de Obama, um pequeno órfão, Beshay vai atravessar o Egito e 
enfrentar o mundo, alternando tristezas e misérias com momentos de graça em sua procura por uma família, um lugar de pertencimento, alguma humanidade. Yomeddine, em árabe, quer dizer “Dia do Julgamento”.<U+200B>","Ficção/Fiction",97,"Egito",2018,"Expectativa 2018","Quinta",2018-11-08,21:20:00,"Estação NET Rio 4","Botafogo",22:57:00
"426","Yomeddine","A.B. Shawky","<U+200B>Beshay (Rady Gamal, um não-ator), ex-portador de hanseníase, jamais havia saído da colônia no deserto egípcio onde viveu desde a infância. Após a morte de sua mulher, finalmente decide partir em busca de suas raízes, com os poucos pertences arrumados na carroça puxada por um burro. Na companhia de Obama, um pequeno órfão, Beshay vai atravessar o Egito e 
enfrentar o mundo, alternando tristezas e misérias com momentos de graça em sua procura por uma família, um lugar de pertencimento, alguma humanidade. Yomeddine, em árabe, quer dizer “Dia do Julgamento”.<U+200B>","Ficção/Fiction",97,"Egito",2018,"Expectativa 2018","Sexta",2018-11-09,14:00:00,"Estação NET Ipanema 2","Ipanema",15:37:00
"427","Amazônia Groove","Bruno Murtinho","Cruzando a Amazônia paraense, o filme revela criadores e tradições musicais que pulsam numa região pouco conhecida dos próprios brasileiros. Através dos artistas, de suas vidas extraordinárias e da intangível força da região, fruto de antigas culturas, emana uma sonoridade única. O filme dá voz a uma parte fundamental do planeta, atraindo os olhares para uma quase desconhecida tradição musical.","Documentário/Documentary",81,"Brasil",2018,"Midnight Docs","Domingo",2018-11-04,NA,"Estação NET Gávea 5","Gávea",NA
"428","Amazônia Groove","Bruno Murtinho","Cruzando a Amazônia paraense, o filme revela criadores e tradições musicais que pulsam numa região pouco conhecida dos próprios brasileiros. Através dos artistas, de suas vidas extraordinárias e da intangível força da região, fruto de antigas culturas, emana uma sonoridade única. O filme dá voz a uma parte fundamental do planeta, atraindo os olhares para uma quase desconhecida tradição musical.","Documentário/Documentary",81,"Brasil",2018,"Midnight Docs","Quarta",2018-11-07,16:30:00,"Kinoplex São Luiz 1","Catete",17:51:00
"429","Amazônia Groove","Bruno Murtinho","Cruzando a Amazônia paraense, o filme revela criadores e tradições musicais que pulsam numa região pouco conhecida dos próprios brasileiros. Através dos artistas, de suas vidas extraordinárias e da intangível força da região, fruto de antigas culturas, emana uma sonoridade única. O filme dá voz a uma parte fundamental do planeta, atraindo os olhares para uma quase desconhecida tradição musical.","Documentário/Documentary",81,"Brasil",2018,"Midnight Docs","Sexta",2018-11-09,21:00:00,"Cine Arte UFF","Niterói",22:21:00
"430","Amazônia Groove","Bruno Murtinho","Cruzando a Amazônia paraense, o filme revela criadores e tradições musicais que pulsam numa região pouco conhecida dos próprios brasileiros. Através dos artistas, de suas vidas extraordinárias e da intangível força da região, fruto de antigas culturas, emana uma sonoridade única. O filme dá voz a uma parte fundamental do planeta, atraindo os olhares para uma quase desconhecida tradição musical.","Documentário/Documentary",81,"Brasil",2018,"Midnight Docs","Sábado",2018-11-10,13:20:00,"Estação NET Rio 4","Botafogo",14:41:00
"431","A luta do século","Sérgio Machado","Sinopse em breve.","digital   '",NA,NA,NA,"Mostra Geração","Domingo",2018-11-04,16:30:00,"C. C. Justiça Federal","Centro",NA
"432","O samba é meu dom - Wilson das Neves","Cristiano Abud","<U+200B>Dono de estilo próprio, o talentoso baterista Wilson das Neves (1936-2017) tocou com Chico Buarque, entre muitos outros nomes da música brasileira. Fiel às cores do Império Serrano, revelou-se, na carreira solo, como um sambista de classe, talvez o último dos grandes mestres do gênero. Do fundo do palco, lugar reservado ao seu instrumento, ganhou o proscênio, prêmios e reconhecimento internacional. No filme, o artista divide as atenções do espectador com colegas ilustres como Aluisio Machado, Chico Buarque, Elza Soares e Paulo César Pinheiro.<U+200B>","Documentário/Documentary",93,"Brasil",2017,"Première Brasil: Retratos longa","Domingo",2018-11-04,NA,"Estação NET Gávea 2","Gávea",NA
"433","O samba é meu dom - Wilson das Neves","Cristiano Abud","<U+200B>Dono de estilo próprio, o talentoso baterista Wilson das Neves (1936-2017) tocou com Chico Buarque, entre muitos outros nomes da música brasileira. Fiel às cores do Império Serrano, revelou-se, na carreira solo, como um sambista de classe, talvez o último dos grandes mestres do gênero. Do fundo do palco, lugar reservado ao seu instrumento, ganhou o proscênio, prêmios e reconhecimento internacional. No filme, o artista divide as atenções do espectador com colegas ilustres como Aluisio Machado, Chico Buarque, Elza Soares e Paulo César Pinheiro.<U+200B>","Documentário/Documentary",93,"Brasil",2017,"Première Brasil: Retratos longa","Domingo",2018-11-04,18:00:00,"Estação NET Gávea 1","Gávea",19:33:00
"434","O samba é meu dom - Wilson das Neves","Cristiano Abud","<U+200B>Dono de estilo próprio, o talentoso baterista Wilson das Neves (1936-2017) tocou com Chico Buarque, entre muitos outros nomes da música brasileira. Fiel às cores do Império Serrano, revelou-se, na carreira solo, como um sambista de classe, talvez o último dos grandes mestres do gênero. Do fundo do palco, lugar reservado ao seu instrumento, ganhou o proscênio, prêmios e reconhecimento internacional. No filme, o artista divide as atenções do espectador com colegas ilustres como Aluisio Machado, Chico Buarque, Elza Soares e Paulo César Pinheiro.<U+200B>","Documentário/Documentary",93,"Brasil",2017,"Première Brasil: Retratos longa","Segunda",2018-11-05,15:30:00,"Estação NET Rio 3","Botafogo",17:03:00
"435","O samba é meu dom - Wilson das Neves","Cristiano Abud","<U+200B>Dono de estilo próprio, o talentoso baterista Wilson das Neves (1936-2017) tocou com Chico Buarque, entre muitos outros nomes da música brasileira. Fiel às cores do Império Serrano, revelou-se, na carreira solo, como um sambista de classe, talvez o último dos grandes mestres do gênero. Do fundo do palco, lugar reservado ao seu instrumento, ganhou o proscênio, prêmios e reconhecimento internacional. No filme, o artista divide as atenções do espectador com colegas ilustres como Aluisio Machado, Chico Buarque, Elza Soares e Paulo César Pinheiro.<U+200B>","Documentário/Documentary",93,"Brasil",2017,"Première Brasil: Retratos longa","Terça",2018-11-06,15:00:00,"Cinemateca do MAM","Flamengo",16:33:00
"436","As duas Irenes","Fabio Meira","Sinopse em breve.","digital   '",NA,NA,NA,"Mostra Geração","Domingo",2018-11-04,18:30:00,"C. C. Justiça Federal","Centro",NA
"437","As duas Irenes","Fabio Meira","Sinopse em breve.","digital   '",NA,NA,NA,"Mostra Geração","Sexta",2018-11-09,16:30:00,"C. C. Justiça Federal","Centro",NA
"438","Relatos do front","Renato Martins","<U+200B>Rodado no Rio de Janeiro, o filme joga luz sobre a segurança pública no Brasil através dos depoimentos de pessoas que vivem ou viveram a rotina de combate entre traficantes de drogas e a polícia. São ouvidos mães que perderam seus filhos, ex-traficantes e policiais. Sem que se tome partido, apresentam-se ao público diferentes lados de uma mesma tragédia.<U+200B>","Documentário/Documentary",105,"Brasil",2018,"Première Brasil: Competição longa documentário","Domingo",2018-11-04,NA,"Estação NET Gávea 5","Gávea",NA
"439","Relatos do front","Renato Martins","<U+200B>Rodado no Rio de Janeiro, o filme joga luz sobre a segurança pública no Brasil através dos depoimentos de pessoas que vivem ou viveram a rotina de combate entre traficantes de drogas e a polícia. São ouvidos mães que perderam seus filhos, ex-traficantes e policiais. Sem que se tome partido, apresentam-se ao público diferentes lados de uma mesma tragédia.<U+200B>","Documentário/Documentary",105,"Brasil",2018,"Première Brasil: Competição longa documentário","Domingo",2018-11-04,19:00:00,"Estação NET Gávea 3","Gávea",20:45:00
"440","Relatos do front","Renato Martins","<U+200B>Rodado no Rio de Janeiro, o filme joga luz sobre a segurança pública no Brasil através dos depoimentos de pessoas que vivem ou viveram a rotina de combate entre traficantes de drogas e a polícia. São ouvidos mães que perderam seus filhos, ex-traficantes e policiais. Sem que se tome partido, apresentam-se ao público diferentes lados de uma mesma tragédia.<U+200B>","Documentário/Documentary",105,"Brasil",2018,"Première Brasil: Competição longa documentário","Segunda",2018-11-05,13:00:00,"CCLSR - Cine Odeon NET Claro","Centro",14:45:00
